title,company,location,posted,url
"Deputy Country Coordinator at IMPACT Initiatives, Mogadishu, Somalia",IMPACT Initiatives ,"Mogadishu, Somalia"," March 9, 2024",https://qaranjobs.com/job/deputy-country-coordinator-at-impact-initiatives-mogadishu-somalia/
"Finance and Support Services Director at World Vision, Mogadishu, Somalia",World Vision ,"Mogadishu, Somalia"," March 9, 2024",https://qaranjobs.com/job/finance-and-support-services-director-at-world-vision-mogadishu-somalia/
"System Administrator for National Identification and Registration Authority (NIRA) (Individual Consultant), Mogadishu, Somalia","Federal Republic of Somalia, Ministry of Finance (MoF) ","Mogadishu, Somalia"," March 9, 2024",https://qaranjobs.com/job/system-administrator-for-national-identification-and-registration-authority-nira-individual-consultant-mogadishu-somalia/
"National Reconciliation and Peacebuilding Advisor, Mogadishu, Somalia",Federal Republic of Somalia - MOIFAR ,"Mogadishu, Somalia"," March 9, 2024",https://qaranjobs.com/job/national-reconciliation-and-peacebuilding-advisor-mogadishu-somalia/
"Digital Marketing Officer at Amtel, Mogadishu, Somalia",Amtel ,"Mogadishu, Somalia"," March 9, 2024",https://qaranjobs.com/?post_type=job_listing&p=30438
"MEAL Technical Officer at Concern Worldwide, Dolo Ado, Somali Region, Ethiopia",Concern Worldwide ,"Dolo Ado, Somali Region, Ethiopia"," March 8, 2024",https://qaranjobs.com/job/meal-technical-officer-at-concern-worldwide-dolo-ado-somali-region-ethiopia/
"Health & Nutrition Officer at Concern Worldwide, Dolo Ado, Somali Region",Concern Worldwide ,"Dolo Ado, Somali Region, Ethiopia"," March 8, 2024",https://qaranjobs.com/job/health-nutrition-officer-at-concern-worldwide-dolo-ado-somali-region/
"Programme Manager (Immigration and Border Governance (IBG)) (P3) at IOM, Mogadishu, Somalia",International Organization For Migration (IOM) ,"Mogadishu, Somalia"," March 8, 2024",https://qaranjobs.com/job/programme-manager-immigration-and-border-governance-ibg-p3-at-iom-mogadishu-somalia/
"Programme Specialist at UNDP, Mogadishu, Somalia",United Nations Development Programme (UNDP) ,"Mogadishu, Somalia"," March 8, 2024",https://qaranjobs.com/job/programme-specialist-at-undp-mogadishu-somalia/
"USPSC Senior Humanitarian Advisor at USAID, Mogadishu, Somalia",USAID ,"Mogadishu, Somalia"," March 8, 2024",https://qaranjobs.com/job/uspsc-senior-humanitarian-advisor-at-usaid-mogadishu-somalia/
"Capacity Development Assistant- Local Professional at IOM, Somalia",International Organization For Migration (IOM) ,Somalia," March 8, 2024",https://qaranjobs.com/job/capacity-development-assistant-local-professional-at-iom-somalia/
"Curriculum Development Technical Advisor- Local Professional at IOM, Somalia",International Organization For Migration (IOM) ,Somalia," March 8, 2024",https://qaranjobs.com/job/curriculum-development-technical-advisor-local-professional-at-iom-somalia/
"Accountant (National position) at Polish Humanitarian Action (PAH), Mogadishu, Somalia",Polish Humanitarian Action (PAH) ,"Mogadishu, Somalia"," March 8, 2024",https://qaranjobs.com/job/accountant-national-position-at-polish-humanitarian-action-pah-mogadishu-somalia/
"Admin and IT Technician at Benadir University, Mogadishu, Somalia",Benadir University ,"Mogadishu, Somalia"," March 5, 2024",https://qaranjobs.com/job/admin-and-it-technician-at-benadir-university-mogadishu-somalia/
"WASH Specialist (NO-C), Fixed Term at UNICEF, Hargeisa, Somaliland (Somali Nationals Only)",United Nations Children’s Fund (UNICEF) ,"Hargeisa, Somalia"," March 5, 2024",https://qaranjobs.com/job/wash-specialist-no-c-fixed-term-at-unicef-hargeisa-somaliland-somali-nationals-only/
"Durable Solutions Officer at NRC, Mogadishu, Somalia",Norwegian Refugee Council (NRC) ,"Mogadishu, Somalia"," March 5, 2024",https://qaranjobs.com/job/durable-solutions-officer-at-nrc-mogadishu-somalia/
"Durable Solutions Technical Assistant at NRC, Mogadishu, Somalia",Norwegian Refugee Council (NRC) ,"Mogadishu, Somalia"," March 5, 2024",https://qaranjobs.com/job/durable-solutions-technical-assistant-at-nrc-mogadishu-somalia/
"Country Director at DRC, Mogadishu, Somalia",Danish Refugee Council (DRC) ,"Mogadishu, Somalia"," March 5, 2024",https://qaranjobs.com/job/country-director-at-drc-mogadishu-somalia/
"Technology for Development (T4D) Specialist (NO-3) at UNICEF, Mogadishu, Somalia",United Nations Children’s Fund (UNICEF) ,"Mogadishu, Somalia"," March 5, 2024",https://qaranjobs.com/job/technology-for-development-t4d-specialist-no-3-at-unicef-mogadishu-somalia/
"Director of Shuraako at One Earth Future (OEF), Hargeisa, Somaliland",One Earth Future (OEF) ,"Hargeisa, Somalia"," March 5, 2024",https://qaranjobs.com/job/director-of-shuraako-at-one-earth-future-oef-hargeisa-somaliland/
"Durable Solutions Project Manager, Somalia South Central at NRC, Mogadishu, Somalia (Open to Somali Nationals Only)",Norwegian Refugee Council (NRC) ,"Mogadishu, Somalia"," March 5, 2024",https://qaranjobs.com/job/durable-solutions-project-manager-somalia-south-central-at-nrc-mogadishu-somalia-open-to-somali-nationals-only/
Terms of Reference for Consultancy Services ,Norwegian Refugee Council (NRC) ,Somalia," March 5, 2024",https://qaranjobs.com/job/terms-of-reference-for-consultancy-services-stakeholders-engagement-at-nrc-somalia/
"Project Manager, BRCiS, Resilient Livelihoods at NRC, Mogadishu, Somalia (open to all nationalities)",Norwegian Refugee Council (NRC) ,"Mogadishu, Somalia"," March 5, 2024",https://qaranjobs.com/job/project-manager-brcis-resilient-livelihoods-at-nrc-mogadishu-somalia-open-to-all-nationalities/
"Third Party Evaluation of the JPF-Funded Project in Somalia (JPF-SML-24-02) Japan Platform (JPF), Somalia",Japan Platform (JPF) ,Somalia," March 5, 2024",https://qaranjobs.com/job/third-party-evaluation-of-the-jpf-funded-project-in-somalia-jpf-sml-24-02-japan-platform-jpf-somalia/
"Consultancy: Public-Private-Mix (PPM) Implementation Guidelines for the TB Program at World Vision, Somalia",World Vision ,Somalia," March 5, 2024",https://qaranjobs.com/job/consultancy-public-private-mix-ppm-implementation-guidelines-for-the-tb-program-at-world-vision-somalia/
Third Party Monitoring Services for CARE Somalia’s ADOLESCENT GIRLS’ EDUCATION IN SOMALIA (AGES) PROJECT at CARE USA,CARE USA ,Somalia," March 5, 2024",https://qaranjobs.com/job/third-party-monitoring-services-for-care-somalias-adolescent-girls-education-in-somalia-ages-project-at-care-usa/
"Finance Manager at DRC, Somalia",Danish Refugee Council (DRC) ,Somalia," March 5, 2024",https://qaranjobs.com/job/finance-manager-at-drc-somalia/
"WASH Consultant at Médecins Sans Frontières (MSF), Baidoa, Somalia",Médecins Sans Frontières (MSF) ,"Baidoa, Somalia"," March 5, 2024",https://qaranjobs.com/job/wash-consultant-at-medecins-sans-frontieres-msf-baidoa-somalia/
"Agronomist at SOS Children’s Villages, Mogadishu, Somalia",SOS Children's Villages International ,"Mogadishu, Somalia"," March 5, 2024",https://qaranjobs.com/job/agronomist-at-sos-childrens-villages-mogadishu-somalia/
"Veterinary Assistant at SOS Children’s Villages, Mogadishu, Somalia",SOS Children's Villages International ,"Mogadishu, Somalia"," March 5, 2024",https://qaranjobs.com/job/veterinary-assistant-at-sos-childrens-villages-mogadishu-somalia/
"SECURITY OFFICER at UNSOS, Kismayo, Somalia",United Nations Support Office in Somalia (UNSOS) ,"Kismayo, Somalia"," March 3, 2024",https://qaranjobs.com/job/security-officer-at-unsos-kismayo-somalia/
"LOGISTICS OFFICER at UNSOS, Mogadishu, Somalia",United Nations Support Office in Somalia (UNSOS) ,"Mogadishu, Somalia"," March 3, 2024",https://qaranjobs.com/job/logistics-officer-at-unsos-mogadishu-somalia/
"CHIEF OF SECTION, AIR OPERATIONS at UNSOS, Mogadishu, Somalia",United Nations Support Office in Somalia (UNSOS) ,"Mogadishu, Somalia"," March 3, 2024",https://qaranjobs.com/job/chief-of-section-air-operations-at-unsos-mogadishu-somalia/
"Resilience Specialist at FAO, Mogadishu, Somalia",Food and Agriculture Organization of the United Nations (FAO) ,"Mogadishu, Somalia"," March 3, 2024",https://qaranjobs.com/job/resilience-specialist-at-fao-mogadishu-somalia/
"ASSOCIATE PUBLIC INFORMATION OFFICER at UNSOM, Garowe, Somalia",United Nations Assistance Mission in Somalia (UNSOM) ,"Garowe, Somalia"," March 3, 2024",https://qaranjobs.com/job/associate-public-information-officer-at-unsom-garowe-somalia/
"Project Development and Reporting Officer (2 Positions) at IOM, Somalia",International Organization For Migration (IOM) ,Somalia," March 3, 2024",https://qaranjobs.com/job/project-development-and-reporting-officer-2-positions-at-iom-somalia/
Somali jobs at the Federal Republic of Somalia (16 positions),Federal Republic of Somalia (Jamhuuriyadda Federaalka Soomaaliya) ,Somalia," March 3, 2024",https://qaranjobs.com/job/somali-jobs-at-the-federal-republic-of-somalia-16-positions/
"Field Assistant (CCCM) at CTG, Kismayo, Somalia",CTG - Committed To Good ,"Kismayo, Somalia"," March 3, 2024",https://qaranjobs.com/job/field-assistant-cccm-at-ctg-kismayo-somalia/
"Education Officer at NRC, Mogadishu, Somalia (National Position)",Norwegian Refugee Council (NRC) ,"Mogadishu, Somalia"," March 3, 2024",https://qaranjobs.com/job/education-officer-at-nrc-mogadishu-somalia-national-position/
"Education Officer at NRC, Baidoa, Somalia (National Position)",Norwegian Refugee Council (NRC) ,"Baidoa, Somalia"," March 3, 2024",https://qaranjobs.com/job/education-officer-at-nrc-baidoa-somalia-national-position/
"Education Officer at NRC, Dusmareb, Somalia (National Position)",Norwegian Refugee Council (NRC) ,"Dusmareb, Somalia"," March 3, 2024",https://qaranjobs.com/job/education-officer-at-nrc-dusmareb-somalia-national-position/
Durable Solutions Project Manager at NRC Somalia South Central (Open to Somali Nationals Only),Norwegian Refugee Council (NRC) ,"Mogadishu, Somalia"," March 3, 2024",https://qaranjobs.com/job/durable-solutions-project-manager-at-nrc-somalia-south-central-open-to-somali-nationals-only/
"Project Manager BRCiS at NRC, Mogadishu, Somalia",Norwegian Refugee Council (NRC) ,"Mogadishu, Somalia"," March 3, 2024",https://qaranjobs.com/job/project-manager-brcis-at-nrc-mogadishu-somalia/
"Lead Threat Analysis Specialist at UNOPS, Mogadishu, Somalia",United Nations Office for Project Services (UNOPS) ,"Mogadishu, Somalia"," March 3, 2024",https://qaranjobs.com/job/lead-threat-analysis-specialist-at-unops-mogadishu-somalia/
Research & Data collection on Talent Acquistion Channels & Sources in Somalia,UNV - United Nations Volunteers ,Somalia," March 3, 2024",https://qaranjobs.com/job/research-data-collection-on-talent-acquistion-channels-sources-in-somalia/
"Planning and Budgeting Specialist, Diaspora Expert at IOM, Jubaland, Somalia",International Organization for Migration (IOM) ,"Jubaland, Somalia"," March 3, 2024",https://qaranjobs.com/job/planning-and-budgeting-specialist-diaspora-expert-at-iom-jubaland-somalia/
"Planning and Budgeting Specialist, Diaspora Expert at IOM, Galmudug, Somalia",International Organization for Migration (IOM) ,"Galmudug, Somalia"," March 3, 2024",https://qaranjobs.com/job/planning-and-budgeting-specialist-diaspora-expert-at-iom-galmudug-somalia/
"Planning and Budgeting Specialist, Diaspora Expert at IOM, Hirshabelle, Somalia",International Organization for Migration (IOM) ,"Hirshabelle, Somalia"," March 3, 2024",https://qaranjobs.com/job/planning-and-budgeting-specialist-diaspora-expert-at-iom-hirshabelle-somalia/
"Planning and Budgeting Specialist at IOM, Hirshabelle, Somalia",International Organization for Migration (IOM) ,"Hirshabelle, Somalia"," March 3, 2024",https://qaranjobs.com/job/planning-and-budgeting-specialist-at-iom-hirshabelle-somalia/
"Examination and Result Assessment Specialist at IOM, Mogadishu, Somalia",International Organization for Migration (IOM) ,"Mogadishu, Somalia"," March 3, 2024",https://qaranjobs.com/job/examination-and-result-assessment-specialist-at-iom-mogadishu-somalia-2/
"Planning and Budgeting Specialist at IOM, Galmudug, Somalia",International Organization for Migration (IOM) ,"Galmudug, Somalia"," March 3, 2024",https://qaranjobs.com/job/planning-and-budgeting-specialist-at-iom-galmudug-somalia/
"Planning and Budgeting Specialist at IOM, South West State of Somalia",International Organization for Migration (IOM) ,South West State of Somalia," March 3, 2024",https://qaranjobs.com/job/planning-and-budgeting-specialist-at-iom-south-west-state-of-somalia/
EXPRESSION OF INTEREST: Request for Proposal for Third Party Monitoring for the Global Fund TB Programme,World Vision International ,Somalia," March 3, 2024",https://qaranjobs.com/job/expression-of-interest-request-for-proposal-for-third-party-monitoring-for-the-global-fund-tb-programme/
"Design, Monitoring & Evaluation Manager ",World Vision International ,"Garowe or Baidoa, Somalia"," March 3, 2024",https://qaranjobs.com/job/design-monitoring-evaluation-manager-somrep-at-world-vision-garowe-or-baidoa-somalia/
Consultant ,Strategic Initiative for Women in the Horn of Africa (SIHA) ,"Mogadishu, Somalia"," March 3, 2024",https://qaranjobs.com/job/consultant-gbv-case-litigation-open-to-organizations-law-clinics-or-firms-at-siha-network-mogadishu-somalia/
"Human Resource Officer at IRC, Baidoa, Somalia",International Rescue Committee (IRC) ,"Baidoa, Somalia"," March 3, 2024",https://qaranjobs.com/job/human-resource-officer-at-irc-baidoa-somalia/
"Radiologist at Somali Sudanese Specialized Hospital, Mogadishu, Somalia",Somali Sudanese Specialized Hospital ,"Mogadishu, Somalia"," March 3, 2024",https://qaranjobs.com/job/radiologist-at-somali-sudanese-specialized-hospital-mogadishu-somalia/
"GS FSRP Procurement Specialist, Dhusamareeb, Galmudug State Of Somalia",Galmudug State Of Somalia ,Galmudug State Of Somalia," March 3, 2024",https://qaranjobs.com/job/gs-fsrp-procurement-specialist-dhusamareeb-galmudug-state-of-somalia/
Provision of NFI kit and Shelter Kit (Somali Disaster Management Agency),SODMA ,Somalia," March 1, 2024",https://qaranjobs.com/job/provision-of-nfi-kit-and-shelter-kit-somali-disaster-management-agency/
"Somali jobs at Southwest State of Somalia (SWS) (6 Positions), Apply",Southwest State of Somalia (SWS) ,Southwest State of Somalia," February 29, 2024",https://qaranjobs.com/?post_type=job_listing&p=30368
Consultancy Services for MONITORING AND VERIFICATION OF BAXNAAANO’S ECONOMIC INCLUSION INTERVENTION IN MOGADISHU,"Federal Republic of Somalia, MoLSA ","Mogadishu, Somalia"," February 29, 2024",https://qaranjobs.com/job/consultancy-services-for-monitoring-and-verification-of-baxnaaanos-economic-inclusion-intervention-in-mogadishu/
"Vacancies Announcements at IFFCO (17 Positions), Berbera, Somaliland",IFFCO ,Berbera," February 29, 2024",https://qaranjobs.com/?post_type=job_listing&p=30364
"FSRP Financial Specialist, Kismayo, Jubaland State of Somalia",Jubaland State Of Somalia ,"Kismayo, Jubaland State of Somalia"," February 29, 2024",https://qaranjobs.com/job/fsrp-financial-specialist-kismayo-jubaland-state-of-somalia/
"HSS FSRP Financial Specialist, Hirshabelle State Of Somalia",Hirshabelle State Of Somalia ,Hirshabelle State Of Somalia," February 29, 2024",https://qaranjobs.com/job/hss-fsrp-financial-specialist-hirshabelle-state-of-somalia/
"GS FSRP Financial Specialist, Galmudug State Of Somalia",Galmudug State Of Somalia ,Galmudug State Of Somalia," February 29, 2024",https://qaranjobs.com/job/gs-fsrp-financial-specialist-galmudug-state-of-somalia/
"Gender Specialist for National Identification and Registration Authority (NIRA) (Individual Consultant), Mogadishu, Somalia","Federal Republic of Somalia, Ministry of Finance (MoF) ","Mogadishu, Somalia"," February 29, 2024",https://qaranjobs.com/job/gender-specialist-for-national-identification-and-registration-authority-nira-individual-consultant-mogadishu-somalia/
"Project Liaison Officer (FP) for National Identification and Registration Authority (NIRA) (Individual Consultant), Mogadishu, Somalia","Federal Republic of Somalia, Ministry of Finance (MoF) ","Mogadishu, Somalia"," February 29, 2024",https://qaranjobs.com/job/project-liaison-officer-fp-for-national-identification-and-registration-authority-nira-individual-consultant-mogadishu-somalia/
"Technology Infrastructure Advisor for National Identification and Registration Authority (NIRA) (Individual Consultant), Mogadishu, Somalia","Federal Republic of Somalia, Ministry of Finance (MoF) ","Mogadishu, Somalia"," February 29, 2024",https://qaranjobs.com/job/technology-infrastructure-advisor-for-national-identification-and-registration-authority-nira-individual-consultant-mogadishu-somalia/
