Qoraalka,Label,Qeybta
Somaliye guriga hooyo kulapta oofahma dintina,1,Positive-Wanaag
Baaba jey meelaha qaar iska ilaali waxaad umaleyneyso wanaag ayaa kugu noqon karo xumaan waxaad faafineyso hada was xumaan jooji,1,Positive-Wanaag
Babaje waxaa la waareystaaa qof ad.sharaf kuu heleysiid iyo sumcaad lakin Markaan cimadadi aya kadhacdey mel xuun unuu kaagaliin irsuuqo wall,1,Positive-Wanaag
Uff babajey musiibadaan maawsresate ilahey kabaq,1,Positive-Wanaag
Uf baaba jeey shame on you Allah na kama cabsanaysid bal qofta aad Irsaaqada ku raad sanaysid eeg xitaa wuxuu channel kiisa ka faafinayaa website ka sharmuutooyinka nimanka iyo naaguhu ku kulmaan qofkii Allah dartii uneceb faaxishada iyo sinadu inay faafto fadlan report gayee,1,Positive-Wanaag
ILAHEY KA CABSO BAABA JEY WAR JOOJI FUXSHIGA YA ALLAH NAGA QABO KUWA SHARTA WADA AAMIIN YA RABI AAMIIN soo qoora YA MUSLIM Γÿ¬∩╕Å,1,Positive-Wanaag
Alaahey ka cabso,1,Positive-Wanaag
Subxanahaa,1,Positive-Wanaag
Sxb illahay kacabso wll,1,Positive-Wanaag
Dhiilo ayaad boqorad kubsheegaysaa maadan xishooneen nin wayn ayaad tahaye !,1,Positive-Wanaag
Baba jay sharmuutoyinka iyo wax yabaha xun xun maxa ku dawadhigay inad so bandhigto,1,Positive-Wanaag
Saan kaama filayn wllhi baaba subxnllh,1,Positive-Wanaag
Subxana laah waxaan makaa fileen baaba jey sidee wax kaayihiin kasaar waacadsi video gaan,1,Positive-Wanaag
Baba jey Alle cafis weydiso  Video delete iska dheh  Dhaqan xumo ayey ka hadlaysaa,1,Positive-Wanaag
Subxanallah Allah ku so hadeeyo waxa tahay Gabar Somaliyeed wa naxay marka Hadaladada dhageystay Caafimadkaga iyo cimrigaaga ka faaiideyso.,1,Positive-Wanaag
waxaad arki Donta lsago iskaka kibrinaya iskaka weyneysinaya oo kunacay,1,Positive-Wanaag
Waxas gabdha yar yar ayey bareysa adna waxa ku geeeye,1,Positive-Wanaag
Bulshada kugu xiraan in aad xumaan ujahayso koley wxan filaya rali kama aah in badan oo xumanta naceb aya jirto wxan filaya in badan oo kugu xiraan in aay bartaada utube aay unsubscribe dhihi doonaan sababto aah mantaa hdad wareysatay qof illahay iyo rasulkiisa kafurtay si caadna ugu dhirigalinaysa gabdhaha somaliyeed in aay sawiradoda kaganacsadaan barina in aad khanis wareysato wx bo kugu maaha,1,Positive-Wanaag
Subxana allah war allah kacabso babajey,1,Positive-Wanaag
Walaal caafimaadka in uu kugu dhibo walaal ulna leedahay waxani wax fiican ma aha ilaah ka baq oo ka saar viodo ka saar ilaah ka baq ilaah waxaa kaagga faryaayaa in caafimaad ilaah kugu dhibo Waa naga xishoonweyday ilaah ayaa kaaga baryay Nuur ka in uu kaa dhibaatayo inshaa alaah,1,Positive-Wanaag
Xumaan cad oon ganbasho lahayn inaad dadka la wadaagto ma sahlana hadaad garato muqalkan inaad kasaarto waa alx oo waa arin kuu wanaagsan koley channelkan manta iigu danbaysa aniga,1,Positive-Wanaag
Subhannalah ,1,Positive-Wanaag
War aaway damirkini   fidiyowga dislakkiisa halasiiyo,1,Positive-Wanaag
Babajay horta ilmo ciyala ma tihid waxad thy nin xas iyo carurle miyaad xita in yar oo xishod ah kugu jirin hadhaw ayaad meshan nola soo fadhisani dintaa wax badan kama aqanii ee somaliyay rali iga ahaa daa in aad xumanta iyo fusuqa aad fafiso maxaad ka faidaysaa war ku dayo saxibka jacko oo noqo nin xumanta ka fogadaa hadhaw ayaad ilinti yarayd ee beenta ahayd iska dadini oo ad oo dhan waxan ahay miskin curyan ah bariskayga xalkan ayaan ka dhacsadaa ader hadaba waan ku baranay berjilic dambana naga heli maysid . Warciyalkaga maad uu oo gashahay inay ku daydan tan lunsan ilhy waxan ka baryaya inusan ku racin ciyalka adiga .,1,Positive-Wanaag
Subxanallh Subxanallh isgana dhamini,1,Positive-Wanaag
"babajey maxaa ka qaldan subxana, alllh",1,Positive-Wanaag
Shakhsiyad dahabiya ayay leedahay ilaahay ha soo hanuuniyee,1,Positive-Wanaag
Subxaanalaah boqorada buu leeyayhay ilaah kabaq baabajay,1,Positive-Wanaag
Subxanallah war lacagtu yay meel walba kaa galin ilahay ha soo hadeeyo gabadhana,1,Positive-Wanaag
Waxaa aad sameneso baba waa qalad totally,1,Positive-Wanaag
SubxanaAllah yaa Rabbi  Ilaahay haku soo hanuuniyo walashay   Allahumma Aamiin Aamiin Aamiin,1,Positive-Wanaag
Subxanallah subxanallah subxanallah subxanallah subxanallah subxanallah subxanallah subxanallah subxanallah subxanallah subxanallah subxanallah subxanallah subxanallah subxanallah subxanallah subxanallah subxanallah subxanallah subxanallah subxanallah subxanallah subxanallah subxanallah,1,Positive-Wanaag
Ninkan wuu waashay Umada Halaga Qabto Faaxishada Faafinaayo,1,Positive-Wanaag
Xayeysiis ka Naagtan iyo dhaqan xumada YouTube kada,1,Positive-Wanaag
Babajey ilaah kabaq waa qalad,1,Positive-Wanaag
Shalay mursade garabkada ahaay lkin hada cadaw kaada waaye ,1,Positive-Wanaag
Ala haku so hanuuniyo,1,Positive-Wanaag
Subhanallah ma view ayd ku radsanysa wlalow,1,Positive-Wanaag
Baba jeey saan maa kudanbesay aallah xaqaa haa ku tusoo,1,Positive-Wanaag
Subxanallah,1,Positive-Wanaag
subxanallah,1,Positive-Wanaag
Subxana Allah,1,Positive-Wanaag
"Subxaanallh Baaba jey wll mxaa kaa khaldana maadan illhigii ku,abuurtay kabaqynin mxey tahy xumaanti ayaadba caadi ka dhigysa ee",1,Positive-Wanaag
Babab jeey nagama xishoonin wlhi uffff waxaan soo dhiseesid naga daa ufff waxaan cml waa wax laga xishoodo,1,Positive-Wanaag
Akhii Aabo ayaa tahay Ciqaab waxaa kugu filan lugtaa ku waan qaado wax yabaha aad. Shilinka ka raadi neeso ka fiirso ilmaha sun ha siin ilaah Kabaq War aduun yadan waa lagataga.,1,Positive-Wanaag
SUBXAANA LAAH BAABA JEY ALLE KA CABSO WAXAAN WAA WAX XUN ADUUN IYO AKHIRO UMA ROONA EE WALLAAL KABIXI ALLE DARTII,1,Positive-Wanaag
Subxanalllh war illhy ka baq baabajeey waxan mesha kazaar dhqanxumo baad sooo gudbisay,1,Positive-Wanaag
Alle ha soo hanuuniyo,1,Positive-Wanaag
Subxanalaah ilaahayow risiq xalaal ah,1,Positive-Wanaag
Allah haka qabto sharta aad dadka uso kudbineyso xumaanta aad fafineyso adiga ku koobnaan,1,Positive-Wanaag
War allah ka baaq qof weyn batahaye xumaanta aad faafiineyso joojii dislike ≡ƒæÄ hala dhaho asxaabey video gan allah dartiis,1,Positive-Wanaag
Baba waxaan waa qalad in aad dadka lahortimaadid aad dadka kugu xeran waalid iyo walaalaba aa caadi ugu dhiltid . SUBXANA ALLAH. ALLOW NA HANUUNU!!!,1,Positive-Wanaag
Ninyow ilaahey hakau soo hanuuniyo. Nin xanuunsan aad tahay ilaahey u dhawow,1,Positive-Wanaag
Baabajeey xumaanta iyo dadka xun wax fiican dadka ha uga dhigin.,1,Positive-Wanaag
Babjy waxa dhahdaa supkrabka isara anagana waan ku qimeynaa adna nama qimeysid sidaan maku sii socondonaaa waa iga talo dadkaan ad mesha ku sooxareysatay yeeykaa kalayacin ani somali waan aqanaye waa dad din leh oo dhaqnka xun qofna ka qadan xitaa fanaan kama qadaan saa waa adigoo waxna lagaa faa ideynin ee dadkaga haka dhex bixin rali galina ka soo bixi walasheyna ilahey hasoo hanuuniyo wareysi iyo in lasii qod qodo uma baahna magacedaa daliil u ah,1,Positive-Wanaag
5:47 na qalad bad fahantay markay dadku abuurkaga ku jesjesan ba hadalkoda waxba laga so qaadin qof ku dhahaya is astur wad ku qasbanthy inad warkisa qadatid kaso gudub alaaah alaaah na hade wa alaaaah ilaheygii ku abuuray nayaa nayaaa hade alllh maxad la hortagin ilahey cuqubo kugu rid only fans gormu noqday wax lagu faaaano dintada shakinaba ku jira maxad wax sadeqyasata ma ogtahay kalia qofka salada ka taga in la uiri hadu wanaag sameyo in laga so qadayo boor on laga abalmarinayni na allh ka baq subxanaalll,1,Positive-Wanaag
Subxanallah may Allah guide both of you,1,Positive-Wanaag
Please ninkan report Ku qabtaa Allah darteed ajer Wan ka heleena,1,Positive-Wanaag
Baaba jeey ilaahey usolaabo waad gafatey sheyadaamadaas k carar,1,Positive-Wanaag
Allow soo hanuuni,1,Positive-Wanaag
Gabdhaha soomaliyeed ee sharafta leh waxan ka codsanayaa in aysan kudayanin dhaqan bi is dabaal iyo waxa aan diin leheyn oo ay San searching ku samayn only funs-ka ay ka hadlayaan kuwaan waalan kawaan tooba wllyal oo future xumo adduunyo iyo aakhiro haka dhaxlina   Thank you my dear sister,1,Positive-Wanaag
Thank you my dear brother Alle ayaa xumaan ka nasahan waan is ilaalin doona inshllh Alle hana ilaaliye,1,Positive-Wanaag
Baaba jey acuudu bilah meelxun ayaa views karaadisay Ilahay kabaq ilahay kabaq gabdheehna xijaaban ayaa meel xun ugu dhacaday Ilahay cafis weydiisoooooooooooooo,1,Positive-Wanaag
Baabajey ilaahay u toobad keen oo muuqaalkaan meesha ka saar,1,Positive-Wanaag
Subxanallaah Baba jeey Naftaan mel ma jirto ogow Xisaabta Akhira ka Daran Shilinka aad ka helaysid mida kale Cafimaad baad wadankaan u tagtay Dambina waad ku jirtaa Maxaad Alle swt ka filaysaa Baba jeey Inaga kugu Xiran Xaraanta Raali kama Nihin Xaqiiqdii wanaag baan kugu so raacnay Balse hada Arintan joojin weydo waan ka gurnay ogow Sababto ah Inagu Dad Muslin ah baan Nahay Soomaali baana kasii nahay Diinteena Iyo dhaqankeena waxa Ku bananeen Fadlan hayno so dhigin Subxanallaah Allow na Astur Iyada Iyo Anagaba Naso Hanuuni balse Ceeb weeye in aad wareysato Salaamad ka Saar Walaalow,1,Positive-Wanaag
Walaal waad la talisay waxna waad usheegtay ilaahay ha ku barakeeyo,1,Positive-Wanaag
Subxanaallah war baba jeey niin weeyna waad taxay maad umadaa wax fican oso guudbisiid o illahy ka baaq,1,Positive-Wanaag
Waxani waa dambi ee maxaad u faafinaysaa . Waa dhaqn xumo kasoo horjeeda diinta iyo akhlaaqda. Waar subscribe kala noqda,1,Positive-Wanaag
Suxbanlh wlh iida cml kudayan karo Waxaan oo dhagesanaayo hadlakeda ilhy haso hadeyo Waxaan oo kle in Laso gudbiyo ma eheen akshey mar waxaas cml so gali war ilhy ka cabsada,1,Positive-Wanaag
Subxanallah allha soo hanuunsho,1,Positive-Wanaag
team wa shamsi an u hiilino diintena ukana so horjeesano xumaanta la fafinyo an ukacno diintena report dhaha ukuna turjuma inydan waxn rali ka ahyn,1,Positive-Wanaag
Ilhy ka cabso xumanta aad faafinysaan umda kadaaya waxaad ogaan doontaan ooo aaad ogaandontaan maanta maalin aaan ahyn,1,Positive-Wanaag
Allaha soo hanuuniyo walaasheen .......,1,Positive-Wanaag
war waxan iska saar subhanallaah maadan qof muslim ah ahayn maxa xumanta u faafin,1,Positive-Wanaag
Illahay haso hadeyo Weli wng wu ku jira Qalbigedii Alle Wadada saxda ah ha u ifiyo Dadow Diintu wa naseexo nimanka io nagaha aflagadada Meesha la tagan Alle haso hadeyo wa adon Lunsane Allow u gargar zupxanallah Aakhiru saman Ya rabi adoontada Naxariis io iiman sadiqa Sii una qabooji qalbiga Zupxanallah mustaqbalka inankaga wey sameyneysaa Lkn Alle Haku so hadeyo ≡ƒÑ║,1,Positive-Wanaag
ilaahay ka baqa,1,Positive-Wanaag
Warya ilahay ka cabso oo dinta no ilalii,1,Positive-Wanaag
Somaliyey idinka dadka Ka waala wad dawaneysan waxna wad Ka shegaysan ee Qofka inaad caydan ama wax Ka shegtan waxa Ka fican inad u duceysan oo dhahdan illahay haso hanuuniyo marka idinka illahay ma tihine illahay Ka baqa   Illahay hakuso hanuuniyo anagana Sido kale illahay hanaso hanuuniyo ≡ƒñ▓,1,Positive-Wanaag
Babajeey waxaad dhiragalineysaaa xumanta eee ilaah kabaq,1,Positive-Wanaag
She is clever woman may Allah swt guide her,1,Positive-Wanaag
 abaayo kudadaal wax dadka qanciya inaad kudadaasho waan huba dadka ayagaa kuguso daadan doona,1,Positive-Wanaag
Illaahay waa ilaaliyada idinkuna kudhex jira shirkiga waxaas waa somali illaahay kafogaatay o daalimiin ah oo qurbaha intey tageen aduunyo yar kubadashay imaankii iyo islaamnimadii allow so hanuuni,1,Positive-Wanaag
Subxanallaah meshaan waxa lagu faafinayaa diinta gaalada iska jira illaahay ana bad baadiyo midka so qorayn rabi imaanka iyo islaamnimada hakuso celiyo,1,Positive-Wanaag
Guulayso walal Sharma Boy 5ta Somali weey ku wadata,1,Positive-Wanaag
Liibax liibax dhalay sharam boy like dheeha inati igu racasan,1,Positive-Wanaag
Legend Sharma boy,1,Positive-Wanaag
doqon baa tahey aan laga doqonsanen afkaga maxa hooyo garsiyey.,1,Positive-Wanaag
wll hoyo mesha hakenin hoyo wa hoyo cay maistahisho,1,Positive-Wanaag
Daahir waa fariid,1,Positive-Wanaag
Sxbkey waxas inta ka baxdid nabad qaado sxb,1,Positive-Wanaag
@Nimco Dahir Jisakalaah sxb.I saarnoo ≡ƒÆò,1,Positive-Wanaag
Sharmo boy walhy nin raged ayaad tahay wll qaali fron somlind waliba no kalay wanu ku tagernye waliba wanu ku jecelnhy hore u soco nin bad tahay jire ale haku xifatiyo,1,Positive-Wanaag
Warya alihiis ala yahay war somaliyey nine ciida kama dhalan ninkas weyn ba qabyalad iyo quran dashataye wiilkan walalkiis yusan idinku dirin,1,Positive-Wanaag
Allah hawnaxariisto sooraan u duceeya,1,Positive-Wanaag
Ilhy ha u naxaristo,1,Positive-Wanaag
Ilaahay ha unaxariisto janatul firdawsana Allah haka warabiyo aamin ya rabi,1,Positive-Wanaag
Aaamiin yaa alllaah,1,Positive-Wanaag
Aamiin Yarabi,1,Positive-Wanaag
Amiiin yaa alaah,1,Positive-Wanaag
yarka deeq darajo ladhaho wlhi wa wiil fcn masha allah qabka qadarinta mudan u u hadlayo sxb horay u soco,1,Positive-Wanaag
Sharma legend no one Åwaxku dhimi kara male dadkaan nolosha ka dhacay adiga hadal hayntaaday lacag ku helaan,1,Positive-Wanaag
War alle ka baq maxa qorikeney mesha waa nin somaliyeed oo dhulkiisa jooga,1,Positive-Wanaag
War wabiilka iskadaa,1,Positive-Wanaag
Sharma zhp caqli baa kugu dhan keep going,1,Positive-Wanaag
sharma waa sharma boy waa star marnaba no hoos,1,Positive-Wanaag
Walahi waa geesi odey 60 jir ah meel iska saarey qofka libintiisa waa looqiraaa.,1,Positive-Wanaag
ZHARMA MAHA WIIL QABIIL  ZHANTA XIDIG ZHABEELKODI WEYE ZHEEKADA LA SHURAYSAN SHABAQ XUN HAKU GALIN SHARMA BOY GUU,1,Positive-Wanaag
Hanolado sharma boy inta nolol jirto my pro,1,Positive-Wanaag
Sharma war caadi maihid sxp keep going,1,Positive-Wanaag
Soo joog laga wayo soo jiif baa laga helaa hhhhh sharmo big legend big time beento ma raagto zxb xaqa ma daho waa lagu dulmay lakiin lakiin waxan ku farxsanay sidaad tageyashad ugu muujisay inaad tahay fanan somaliyeed guulayso zxb hore ubsoco odaygan intaas jome work ha u qaato gudoomiyuhu j ≡ƒÿüsharmo well down ≡ƒæï≡ƒÅ╗≡ƒæï≡ƒÅ╗≡ƒæï≡ƒÅ╗≡ƒæï≡ƒÅ╗≡ƒæî≡ƒæì≡ƒæì≡ƒæì≡ƒæì≡ƒæì≡ƒæì≡ƒæì≡ƒæì,1,Positive-Wanaag
Sharma boy aniga wajecelhay inaanoqdo fanan,1,Positive-Wanaag
Sax wlhi waa wiil fican sharma qabilna ma Uma hadlin ee ninkan wey ee qabiile waashey allaha ka qabto qabil ma rabno somali Samali baa leh viv sharmo,1,Positive-Wanaag
LeGEND Baad Thy Zxp,1,Positive-Wanaag
Dahirow sxb iska cafi   mustaqbalkisa haka bur burin plz,1,Positive-Wanaag
Ha cafin markii horepa kani qof ilhay caasiyay bu aha shuupaa Dhasheee ≡ƒûò≡ƒÅ╝,1,Positive-Wanaag
Aabow dahirow Anaka dhan aa ku baryeeno u celi channel kiisa gaf waa dhacaa gadaal malo raaco Alle rali haka noqdee u celi pls Alle dartii ugu celi channel,1,Positive-Wanaag
Ka qaleey lkn oday taaaj madaxa ku dhufo,1,Positive-Wanaag
Wilka talent ayu leyaxay iskadaf,1,Positive-Wanaag
Wll sharma waa geesi waan rag si raganimo leh buu uhadlay hadanu reer muqdisho nahy sidii baanu wali kuu jecelnahy,1,Positive-Wanaag
Pls wiilka cadowgisa Ha u jibin Adeerow,1,Positive-Wanaag
SHARMA BOY AF SOMALI WAA YAQAN IYO RAGA SIDA LO XALIYO WLLHI RAGA WAD XALI KARTA SHARMA BOY PRO DAHIR ALASOW KEEP GOING Γ£î,1,Positive-Wanaag
Dahir Cfz Wiilka waa istiinka dalkee Hees Galmudug lee haso qaaado,1,Positive-Wanaag
iska cafi waa raganimee,1,Positive-Wanaag
Dahirow tagero iyo ehelba wakunahay lkn walalow cunugaasyer plz xaniyaha qaban plz iskadaa ilaah kabaq ha siiceebenin iska daa wiil yer waye,1,Positive-Wanaag
War daahir waaa dowlad qaran War ninkan waaban jeclaaday hore usoco,1,Positive-Wanaag
Ilahay kabaq iska cafi wiilka yar asagi haka rebin,1,Positive-Wanaag
Iska cafi rag waa is qabtan waana ley cafiya,1,Positive-Wanaag
Waan cafinay,1,Positive-Wanaag
Iska cafi daahirow cafiska wax ka wangzan malahe ≡ƒÑ░,1,Positive-Wanaag
Kawareji sharmo cadaw gisa hanolado nin raged matahy abo,1,Positive-Wanaag
Nin raga waa kii qaladkisa qirta ee cafi wiilka,1,Positive-Wanaag
sharma boy waa dhibane waana dhaawac maanta gaari ayaa la gadoomay adna veiws baa magaca sharma boy ku raadinaysaa aaway bini aadinimadii daahirow sharaf ma lihid sharaf ma lihide sharafta ilaahy hakaa qaado≡ƒÿô≡ƒññ≡ƒññ≡ƒÿô wiil somali ka dhashay oo aaN cabiN ma jiro sharma boy waa wiilka kaliya ee cadaan iyo madow Somali fankooda baray≡ƒç╕≡ƒç┤≡ƒûñ≡ƒç╕≡ƒç┤≡ƒûñ≡ƒç╕≡ƒç┤ Somalia ha noolaato≡ƒöÑ≡ƒöÑ≡ƒç╕≡ƒç┤≡ƒç╕≡ƒç┤≡ƒöÑ≡ƒöÑ,1,Positive-Wanaag
Daahirow sharma boy iska cafi waa codsi ka imaaday tagerayasha kugumaqaldamayo,1,Positive-Wanaag
Rag rag dhalay ayatahay,1,Positive-Wanaag
Sharma boy wa nin rag oo qaladkisa qirte marka iska cafi hada nahay team sharma boy,1,Positive-Wanaag
Nabada qaato wiilka daa waa qof jira sharma boy ha jiro ha joogo waxaan maqlay inuu shil galay ilahay ha u saqiro allahuma aamiin,1,Positive-Wanaag
Legend calasow,1,Positive-Wanaag
App dahirow ninka iska cafi alh kudhowree,1,Positive-Wanaag
Daahiroow aaku qabsano markaan biska dheh legend ayaatahay waana laguu qiray nabadoone ninka kula hadlaayo waa nin saleebaan ah cimamada ayaan kugu tuurnay,1,Positive-Wanaag
Waligay ma arag nin soomaaliyeed ciroole & dhalinyaro wiilkaas sida uu gartiisa u qaatay wiilkaas haditada qabiilkasta ee soomaaliyeed kuma arag sidaas rag nimadaas uu qirtay run ahaantii soomaali saas hadaan wada ahaanlahayn wadankeena nabad ayuu ahaan lahaa ≡ƒÖÅ≡ƒÅ╜≡ƒç╕≡ƒç┤Γ£àΓ£àΓ£à≡ƒç╕≡ƒç┤≡ƒÖÅ≡ƒÅ╜≡ƒÖÅ≡ƒÅ╜≡ƒÖÅ≡ƒÅ╜≡ƒÖÅ≡ƒÅ╜≡ƒÖÅ≡ƒÅ╜≡ƒÖÅ≡ƒÅ╜,1,Positive-Wanaag
Legendary baa tahay sxb hoRe usoco,1,Positive-Wanaag
Ka qale ina abti,1,Positive-Wanaag
Wlhi caloosho ka hadlay ee iska daa,1,Positive-Wanaag
Is ka cafi ninka sxp shisharf ayuu ku la haf lay ninka daahirow ma suul,1,Positive-Wanaag
dahir calasow inaader wanku barya iska cafi plz hado qirtay inuu qaldamay iska daa wllkey mcne una sheeg inuu cod kuso dubo oo rali galin ah una sheeg hes galmudug inuu soqado dahir calasow geesiga Africa wan kugu fana hadan nahay hawiye gar ahan hg sacad saciid inatahay way catahay ≡ƒÖÅ≡ƒÖÅ≡ƒÖÅ≡ƒÖÅΓÖÑ∩╕ÅΓÖÑ∩╕ÅΓÖÑ∩╕ÅΓ¥ñ∩╕ÅΓ¥ñ∩╕Å≡ƒÆï≡ƒÆï≡ƒÆï≡ƒî╣≡ƒî╣≡ƒî╣≡ƒî╣≡ƒÑ░≡ƒÑ░≡ƒÑ░,1,Positive-Wanaag
Iska CaFih daHir,1,Positive-Wanaag
Ninka raka waa qaldamaa mar abbaha social midia inaa tahay wo cadeyay eee iska cafi,1,Positive-Wanaag
Iska cafi walaal waa wiil yar oo mustaqbal u bahanee qabiiladan baasna nagadaaya Somalinima naga badanee subxannallah≡ƒÿó≡ƒÿó,1,Positive-Wanaag
Iska Cafi taliye,1,Positive-Wanaag
Iska Cafu wuu fududaadey,1,Positive-Wanaag
war ninka wuu cabaday ee iska cafi oo chanelkiisa iska sii,1,Positive-Wanaag
Dhahiir calasow in cafiis waye,1,Positive-Wanaag
Wllo iskaday waa wil yar oo noloshisa qurux bdn haka xumenin,1,Positive-Wanaag
Lkn gabdaha magacoda miya cay noqday .SubxanaAllah ninka magacisa kuattack but please gabar magaceda cay maaha,1,Positive-Wanaag
Adna maxaa lagu dhahayaa abyo mcney,1,Positive-Wanaag
Dirisle abdi waa nin ixtiraam badan,1,Positive-Wanaag
SXB nin raga ah marnaba dumar haku tilmaamin,1,Positive-Wanaag
Ceb aye kugu tahy wil wllka ina magac gabdhed uku yerto,1,Positive-Wanaag
CK wlhi waa hogaamiye,1,Positive-Wanaag
Ani dirisle Abdi aan ku haysta,1,Positive-Wanaag
Libaax Ck waa ku tageeraa Hal arin iska ilaali hadii commantigan argato wax kale mahan Iska jir inaa faanto,1,Positive-Wanaag
Tageero koowaad ayaan kuu ahay,1,Positive-Wanaag
Waan ku taageersanahay CK,1,Positive-Wanaag
Haye wllo,1,Positive-Wanaag
Cana waxaan ku nacay faanka 1 million cadow baa laygu yahay war illahay kabaqa oo niman baad isku sheegaysaan dumarkaa idin dhaama maxay tahay raga is wada haysta war ka warama hadaad milyan neer ahaan la haydeen waxba ma haysaan ee isku xishoida,1,Positive-Wanaag
Welcome back king ck,1,Positive-Wanaag
"Ceeb xishooda   Labada nin walalo   Ee iska daaya daba orodka  Mida kale dagaal marku meesha yimaado waa dhex galaa, ciyaarta naga daaya",1,Positive-Wanaag
CK SXB FARTUUN ABDI WAA KA OY SIISAY WALAHI DHIIDA AYEEY KA TAAGAN TAHAY SXB EE GEB KASII NOOH CIYAAL MAAHIDEEE,1,Positive-Wanaag
Ajakis kabihi mesha videowga,1,Positive-Wanaag
Walal ck qof dhintay videoqga hasogalin illahey ha unaharisto Abdi muridi Ajakis,1,Positive-Wanaag
Dirisle qofkii la shaqeeyay iyo dadkii usoo gudbiyeen way ogaayen siday maskaakinta ucaawiyaan hargeisa meelaha ugu liita caawiyeen dhaqaalo badan bay ku caawiyen lacagna ma cunaan,1,Positive-Wanaag
Ck runta fiican dirisle isagoo dadka dhex galin ayuu hadane dadka la dhaqanka yaqaana adigu waligaa dadka ma la dhaqanty meel kugu soo dhaweeayyay,1,Positive-Wanaag
Dirisle & Ck cayda joji fartun wlshed miya,1,Positive-Wanaag
Wllo waa aduunyo ee ninkan wuu saamaxanyhy ee iska dhaaf jwptiisa aduu ka roonow niyohow,1,Positive-Wanaag
Hadal si kaftan iska dhahaysaa lkn ogoow malin aan manta ahyn in lagu waydiinayo qoom dhana lagu halaga rag dumar iska dhiga nin raga gabar haku tilmaamin,1,Positive-Wanaag
Cayda waa laga fiican yahay ee iska daaya,1,Positive-Wanaag
